Date,"Nitrogen dioxide",Status
07/06/2016,30.08860,"V µg/m³"
08/06/2016,28.06998,"V µg/m³"
09/06/2016,16.63271,"V µg/m³"
10/06/2016,27.94843,"V µg/m³"
11/06/2016,26.92811,"V µg/m³"
12/06/2016,14.48065,"V µg/m³"
13/06/2016,28.42299,"V µg/m³"
14/06/2016,21.35566,"V µg/m³"
15/06/2016,25.14279,"V µg/m³"
16/06/2016,11.11569,"V µg/m³"
17/06/2016,24.44049,"V µg/m³"
18/06/2016,17.96434,"V µg/m³"
19/06/2016,13.91318,"V µg/m³"
20/06/2016,16.21435,"V µg/m³"
21/06/2016,25.75316,"V µg/m³"
22/06/2016,19.51888,"V µg/m³"
23/06/2016,28.85550,"V µg/m³"
24/06/2016,23.47940,"V µg/m³"
25/06/2016,23.16393,"V µg/m³"
26/06/2016,15.55027,"V µg/m³"
27/06/2016,24.61658,"V µg/m³"
28/06/2016,26.15248,"V µg/m³"
29/06/2016,17.16938,"V µg/m³"
30/06/2016,20.27696,"V µg/m³"
01/07/2016,17.16195,"V µg/m³"
02/07/2016,12.73642,"V µg/m³"
03/07/2016,13.13229,"V µg/m³"
04/07/2016,21.95504,"V µg/m³"
05/07/2016,20.26962,"V µg/m³"
06/07/2016,26.33946,"V µg/m³"
07/07/2016,29.82188,"V µg/m³"
08/07/2016,20.28859,"V µg/m³"
09/07/2016,12.60960,"V µg/m³"
10/07/2016,7.19849,"V µg/m³"
11/07/2016,12.78445,"V µg/m³"
12/07/2016,29.02883,"V µg/m³"
13/07/2016,27.96697,"V µg/m³"
14/07/2016,25.83179,"V µg/m³"
15/07/2016,28.69668,"V µg/m³"
16/07/2016,16.13459,"V µg/m³"
17/07/2016,15.06412,"V µg/m³"
18/07/2016,22.50159,"V µg/m³"
19/07/2016,22.00032,"V µg/m³"
20/07/2016,30.60467,"V µg/m³"
21/07/2016,25.29116,"V µg/m³"
22/07/2016,18.85262,"V µg/m³"
23/07/2016,20.02662,"V µg/m³"
24/07/2016,12.05556,"V µg/m³"
25/07/2016,25.81532,"V µg/m³"
26/07/2016,23.48860,"V µg/m³"
27/07/2016,19.51562,"V µg/m³"
28/07/2016,25.52065,"V µg/m³"
29/07/2016,20.36468,"V µg/m³"
30/07/2016,27.74077,"V µg/m³"
31/07/2016,19.58673,"V µg/m³"
01/08/2016,25.01670,"V µg/m³"
02/08/2016,12.32013,"V µg/m³"
03/08/2016,10.56849,"V µg/m³"
04/08/2016,20.38682,"V µg/m³"
05/08/2016,27.88365,"V µg/m³"
06/08/2016,21.56358,"V µg/m³"
07/08/2016,6.61691,"V µg/m³"
08/08/2016,22.04819,"V µg/m³"
09/08/2016,20.64391,"V µg/m³"
10/08/2016,27.49071,"V µg/m³"
11/08/2016,23.46503,"V µg/m³"
12/08/2016,18.19859,"V µg/m³"
13/08/2016,17.10694,"V µg/m³"
14/08/2016,9.89438,"V µg/m³"
15/08/2016,7.55803,"V µg/m³"
16/08/2016,13.89755,"V µg/m³"
17/08/2016,20.02953,"V µg/m³"
18/08/2016,21.56500,"V µg/m³"
19/08/2016,20.38380,"V µg/m³"
20/08/2016,10.73570,"V µg/m³"
21/08/2016,8.57691,"V µg/m³"
22/08/2016,14.66478,"V µg/m³"
23/08/2016,15.81745,"V µg/m³"
24/08/2016,33.04335,"V µg/m³"
25/08/2016,23.01091,"V µg/m³"
26/08/2016,27.94887,"V µg/m³"
27/08/2016,19.40566,"V µg/m³"
28/08/2016,10.04500,"V µg/m³"
29/08/2016,11.74166,"V µg/m³"
30/08/2016,21.16149,"V µg/m³"
31/08/2016,32.27827,"V µg/m³"
01/09/2016,27.91273,"V µg/m³"
02/09/2016,18.45072,"V µg/m³"
03/09/2016,13.70137,"V µg/m³"
04/09/2016,11.60051,"V µg/m³"
05/09/2016,19.19371,"V µg/m³"
06/09/2016,20.99298,"V µg/m³"
07/09/2016,20.52884,"V µg/m³"
08/09/2016,25.03355,"V µg/m³"
09/09/2016,24.69020,"V µg/m³"
10/09/2016,17.40210,"V µg/m³"
11/09/2016,13.64605,"V µg/m³"
12/09/2016,24.85271,"V µg/m³"
13/09/2016,36.57495,"V µg/m³"
14/09/2016,41.51024,"V µg/m³"
15/09/2016,38.37792,"V µg/m³"
16/09/2016,24.12356,"V µg/m³"
17/09/2016,10.81357,"V µg/m³"
18/09/2016,18.55203,"V µg/m³"
19/09/2016,35.91807,"V µg/m³"
20/09/2016,27.17275,"V µg/m³"
21/09/2016,22.16613,"V µg/m³"
22/09/2016,36.47151,"V µg/m³"
23/09/2016,38.15706,"V µg/m³"
24/09/2016,16.28221,"V µg/m³"
25/09/2016,14.34270,"V µg/m³"
26/09/2016,25.19438,"V µg/m³"
27/09/2016,23.23766,"V µg/m³"
28/09/2016,23.47457,"V µg/m³"
29/09/2016,21.53965,"V µg/m³"
30/09/2016,34.71376,"V µg/m³"
01/10/2016,28.53544,"V µg/m³"
02/10/2016,18.76097,"V µg/m³"
03/10/2016,32.34204,"V µg/m³"
04/10/2016,24.85042,"V µg/m³"
05/10/2016,18.83991,"V µg/m³"
06/10/2016,13.24243,"V µg/m³"
07/10/2016,26.82952,"V µg/m³"
08/10/2016,22.12313,"V µg/m³"
09/10/2016,17.14109,"V µg/m³"
10/10/2016,24.80499,"V µg/m³"
11/10/2016,29.11794,"V µg/m³"
12/10/2016,22.10003,"V µg/m³"
13/10/2016,23.07183,"V µg/m³"
14/10/2016,27.84298,"V µg/m³"
15/10/2016,23.92724,"V µg/m³"
16/10/2016,11.83966,"V µg/m³"
17/10/2016,34.00519,"V µg/m³"
18/10/2016,27.71769,"V µg/m³"
19/10/2016,28.75795,"V µg/m³"
20/10/2016,18.72748,"V µg/m³"
21/10/2016,20.91521,"V µg/m³"
22/10/2016,22.75395,"V µg/m³"
23/10/2016,17.66702,"V µg/m³"
24/10/2016,25.47260,"V µg/m³"
25/10/2016,35.27181,"V µg/m³"
26/10/2016,38.30683,"V µg/m³"
27/10/2016,31.78797,"V µg/m³"
28/10/2016,39.61402,"V µg/m³"
29/10/2016,36.26195,"V µg/m³"
30/10/2016,30.34473,"V µg/m³"
31/10/2016,42.44184,"V µg/m³"
01/11/2016,31.65413,"V µg/m³"
02/11/2016,41.16332,"V µg/m³"
03/11/2016,54.39602,"V µg/m³"
04/11/2016,50.86348,"V µg/m³"
05/11/2016,31.65717,"V µg/m³"
06/11/2016,22.30480,"V µg/m³"
07/11/2016,20.12220,"V µg/m³"
08/11/2016,48.63823,"V µg/m³"
09/11/2016,42.43870,"V µg/m³"
10/11/2016,44.58257,"V µg/m³"
11/11/2016,37.74868,"V µg/m³"
12/11/2016,21.61158,"V µg/m³"
13/11/2016,28.54924,"V µg/m³"
14/11/2016,42.06862,"V µg/m³"
15/11/2016,35.73370,"V µg/m³"
16/11/2016,26.67618,"V µg/m³"
17/11/2016,28.95461,"V µg/m³"
18/11/2016,43.19404,"V µg/m³"
19/11/2016,35.44025,"V µg/m³"
20/11/2016,19.49171,"V µg/m³"
21/11/2016,13.43609,"V µg/m³"
22/11/2016,23.73903,"V µg/m³"
23/11/2016,29.25280,"V µg/m³"
24/11/2016,12.40678,"V µg/m³"
25/11/2016,17.82481,"V µg/m³"
26/11/2016,36.76320,"V µg/m³"
27/11/2016,15.19895,"V µg/m³"
28/11/2016,29.29896,"V µg/m³"
29/11/2016,56.78397,"V µg/m³"
30/11/2016,72.55589,"V µg/m³"
01/12/2016,nodata,"V µg/m³"
02/12/2016,53.35173,"V µg/m³"
03/12/2016,30.61833,"V µg/m³"
04/12/2016,38.82158,"V µg/m³"
05/12/2016,51.65960,"V µg/m³"
06/12/2016,40.92352,"V µg/m³"
07/12/2016,29.40211,"V µg/m³"
08/12/2016,27.40895,"V µg/m³"
09/12/2016,25.58957,"V µg/m³"
10/12/2016,19.90163,"V µg/m³"
11/12/2016,31.25658,"V µg/m³"
12/12/2016,21.72961,"V µg/m³"
13/12/2016,26.79424,"V µg/m³"
14/12/2016,25.05485,"V µg/m³"
15/12/2016,29.97920,"V µg/m³"
16/12/2016,38.97802,"V µg/m³"
17/12/2016,43.02667,"V µg/m³"
18/12/2016,40.71409,"V µg/m³"
19/12/2016,42.99019,"V µg/m³"
20/12/2016,31.68918,"V µg/m³"
21/12/2016,27.60433,"V µg/m³"
22/12/2016,48.14004,"V µg/m³"
23/12/2016,20.79135,"V µg/m³"
24/12/2016,15.18046,"V µg/m³"
25/12/2016,3.74568,"V µg/m³"
26/12/2016,20.65265,"V µg/m³"
27/12/2016,42.50502,"V µg/m³"
28/12/2016,40.05870,"V µg/m³"
29/12/2016,35.34264,"V µg/m³"
30/12/2016,41.18384,"V µg/m³"
31/12/2016,27.76152,"V µg/m³"
01/01/2017,11.64567,"V µg/m³"
02/01/2017,29.15187,"V µg/m³"
03/01/2017,44.33178,"V µg/m³"
04/01/2017,34.45548,"V µg/m³"
05/01/2017,59.47556,"V µg/m³"
06/01/2017,32.20411,"V µg/m³"
07/01/2017,34.25293,"V µg/m³"
08/01/2017,41.75911,"V µg/m³"
09/01/2017,27.25036,"V µg/m³"
10/01/2017,38.90485,"V µg/m³"
11/01/2017,28.29826,"V µg/m³"
12/01/2017,32.61503,"V µg/m³"
13/01/2017,27.26206,"V µg/m³"
14/01/2017,42.67547,"V µg/m³"
15/01/2017,35.96847,"V µg/m³"
16/01/2017,49.89517,"V µg/m³"
17/01/2017,50.79256,"V µg/m³"
18/01/2017,67.34337,"V µg/m³"
19/01/2017,52.37196,"V µg/m³"
20/01/2017,64.48168,"V µg/m³"
21/01/2017,64.41752,"V µg/m³"
22/01/2017,49.40179,"V µg/m³"
23/01/2017,59.75634,"V µg/m³"
24/01/2017,61.47404,"V µg/m³"
25/01/2017,34.55249,"V µg/m³"
26/01/2017,33.35649,"V µg/m³"
27/01/2017,29.35960,"V µg/m³"
28/01/2017,25.34525,"V µg/m³"
29/01/2017,17.17685,"V µg/m³"
30/01/2017,30.43718,"V µg/m³"
31/01/2017,29.82629,"V µg/m³"
01/02/2017,23.29952,"V µg/m³"
02/02/2017,10.47717,"V µg/m³"
03/02/2017,13.08441,"V µg/m³"
04/02/2017,34.12037,"V µg/m³"
05/02/2017,22.22119,"V µg/m³"
06/02/2017,29.35877,"V µg/m³"
07/02/2017,44.60517,"V µg/m³"
08/02/2017,25.44437,"V µg/m³"
09/02/2017,22.48991,"V µg/m³"
10/02/2017,29.89323,"V µg/m³"
11/02/2017,21.29693,"V µg/m³"
12/02/2017,24.36514,"V µg/m³"
13/02/2017,34.20727,"V µg/m³"
14/02/2017,37.16473,"V µg/m³"
15/02/2017,nodata,"V µg/m³"
16/02/2017,nodata,"V µg/m³"
17/02/2017,42.23192,"V µg/m³"
18/02/2017,29.23855,"V µg/m³"
19/02/2017,24.95459,"V µg/m³"
20/02/2017,23.53862,"V µg/m³"
21/02/2017,23.25852,"V µg/m³"
22/02/2017,18.87622,"V µg/m³"
23/02/2017,13.62985,"V µg/m³"
24/02/2017,42.62725,"V µg/m³"
25/02/2017,15.50838,"V µg/m³"
26/02/2017,6.25774,"V µg/m³"
27/02/2017,21.55809,"V µg/m³"
28/02/2017,28.31593,"V µg/m³"
01/03/2017,31.36221,"V µg/m³"
02/03/2017,25.77325,"V µg/m³"
03/03/2017,15.66798,"V µg/m³"
04/03/2017,23.50197,"V µg/m³"
05/03/2017,9.47607,"V µg/m³"
06/03/2017,39.87172,"V µg/m³"
07/03/2017,40.22936,"V µg/m³"
08/03/2017,33.55922,"V µg/m³"
09/03/2017,27.74412,"V µg/m³"
10/03/2017,22.86469,"V µg/m³"
11/03/2017,26.08728,"V µg/m³"
12/03/2017,38.45681,"V µg/m³"
13/03/2017,40.45385,"V µg/m³"
14/03/2017,37.71230,"V µg/m³"
15/03/2017,30.67948,"V µg/m³"
16/03/2017,32.07222,"V µg/m³"
17/03/2017,26.29326,"V µg/m³"
18/03/2017,14.13024,"V µg/m³"
19/03/2017,6.93854,"V µg/m³"
20/03/2017,20.05441,"V µg/m³"
21/03/2017,22.03111,"V µg/m³"
22/03/2017,15.26085,"V µg/m³"
23/03/2017,17.15344,"V µg/m³"
24/03/2017,15.75723,"V µg/m³"
25/03/2017,13.39136,"V µg/m³"
26/03/2017,11.59429,"V µg/m³"
27/03/2017,25.38554,"V µg/m³"
28/03/2017,34.74496,"V µg/m³"
29/03/2017,21.45437,"V µg/m³"
30/03/2017,22.09199,"V µg/m³"
31/03/2017,24.07322,"V µg/m³"
01/04/2017,21.84043,"V µg/m³"
02/04/2017,20.73884,"V µg/m³"
03/04/2017,29.64076,"V µg/m³"
04/04/2017,25.36112,"V µg/m³"
05/04/2017,23.10487,"V µg/m³"
06/04/2017,30.95394,"V µg/m³"
07/04/2017,29.64656,"V µg/m³"
08/04/2017,20.97313,"V µg/m³"
09/04/2017,18.67153,"V µg/m³"
10/04/2017,19.64923,"V µg/m³"
11/04/2017,35.95792,"V µg/m³"
12/04/2017,28.56067,"V µg/m³"
13/04/2017,30.47385,"V µg/m³"
14/04/2017,22.93265,"V µg/m³"
15/04/2017,19.89918,"V µg/m³"
16/04/2017,19.31141,"V µg/m³"
17/04/2017,10.45936,"V µg/m³"
18/04/2017,10.83355,"V µg/m³"
19/04/2017,19.43200,"V µg/m³"
20/04/2017,43.11084,"V µg/m³"
21/04/2017,42.72686,"V µg/m³"
22/04/2017,17.25297,"V µg/m³"
23/04/2017,15.07194,"V µg/m³"
24/04/2017,28.79509,"V µg/m³"
25/04/2017,19.32214,"V µg/m³"
26/04/2017,17.95794,"V µg/m³"
27/04/2017,42.30471,"V µg/m³"
28/04/2017,28.26247,"V µg/m³"
29/04/2017,23.21681,"V µg/m³"
30/04/2017,14.23592,"V µg/m³"
01/05/2017,10.78316,"V µg/m³"
02/05/2017,23.07550,"V µg/m³"
03/05/2017,13.54195,"V µg/m³"
04/05/2017,13.20486,"V µg/m³"
05/05/2017,10.71689,"V µg/m³"
06/05/2017,14.06509,"V µg/m³"
07/05/2017,15.92828,"V µg/m³"
08/05/2017,13.97994,"V µg/m³"
09/05/2017,19.94799,"V µg/m³"
10/05/2017,16.00225,"V µg/m³"
11/05/2017,37.34284,"V µg/m³"
12/05/2017,23.88944,"V µg/m³"
13/05/2017,18.94463,"V µg/m³"
14/05/2017,14.25621,"V µg/m³"
15/05/2017,23.43282,"V µg/m³"
16/05/2017,23.30639,"V µg/m³"
17/05/2017,23.20466,"V µg/m³"
18/05/2017,28.72038,"V µg/m³"
19/05/2017,32.59522,"V µg/m³"
20/05/2017,16.51237,"V µg/m³"
21/05/2017,11.45133,"V µg/m³"
22/05/2017,26.16694,"V µg/m³"
23/05/2017,30.96803,"V µg/m³"
24/05/2017,20.81656,"V µg/m³"
25/05/2017,16.12658,"V µg/m³"
26/05/2017,25.24352,"V µg/m³"
27/05/2017,18.75621,"V µg/m³"
28/05/2017,13.76222,"V µg/m³"
29/05/2017,13.54170,"V µg/m³"
30/05/2017,24.19620,"V µg/m³"
31/05/2017,18.65505,"V µg/m³"
01/06/2017,18.80954,"V µg/m³"
02/06/2017,26.78111,"V µg/m³"
03/06/2017,24.30890,"V µg/m³"
04/06/2017,11.47328,"V µg/m³"
05/06/2017,15.72830,"V µg/m³"
06/06/2017,12.73202,"V µg/m³"
07/06/2017,16.20552,"V µg/m³"
08/06/2017,16.79708,"V µg/m³"
09/06/2017,16.94582,"V µg/m³"
10/06/2017,13.93803,"V µg/m³"
11/06/2017,8.70081,"V µg/m³"
12/06/2017,21.02714,"V µg/m³"
13/06/2017,20.00600,"V µg/m³"
14/06/2017,21.61142,"V µg/m³"
15/06/2017,26.46258,"V µg/m³"
16/06/2017,27.61124,"V µg/m³"
17/06/2017,21.29990,"V µg/m³"
18/06/2017,13.40736,"V µg/m³"
19/06/2017,22.90460,"V µg/m³"
20/06/2017,20.47953,"V µg/m³"
21/06/2017,24.62044,"V µg/m³"
22/06/2017,22.02222,"V µg/m³"
23/06/2017,19.48986,"V µg/m³"
24/06/2017,10.13464,"V µg/m³"
25/06/2017,9.33917,"V µg/m³"
26/06/2017,10.33740,"V µg/m³"
27/06/2017,21.98678,"V µg/m³"
28/06/2017,17.66551,"V µg/m³"
29/06/2017,32.12904,"V µg/m³"
30/06/2017,23.40502,"V µg/m³"
01/07/2017,19.22244,"V µg/m³"
02/07/2017,13.23750,"V µg/m³"
03/07/2017,24.71718,"V µg/m³"
04/07/2017,33.42938,"V µg/m³"
05/07/2017,19.83930,"V µg/m³"
06/07/2017,32.07953,"V µg/m³"
07/07/2017,40.40906,"V µg/m³"
08/07/2017,16.68191,"V µg/m³"
09/07/2017,13.10506,"V µg/m³"
10/07/2017,30.81618,"V µg/m³"
11/07/2017,23.14923,"V µg/m³"
12/07/2017,10.94554,"V µg/m³"
13/07/2017,20.67433,"V µg/m³"
14/07/2017,23.58709,"V µg/m³"
15/07/2017,35.76384,"V µg/m³"
16/07/2017,17.31959,"V µg/m³"
17/07/2017,25.98657,"V µg/m³"
18/07/2017,21.83608,"V µg/m³"
19/07/2017,34.34951,"V µg/m³"
20/07/2017,27.47372,"V µg/m³"
21/07/2017,21.93691,"V µg/m³"
22/07/2017,30.69426,"V µg/m³"
23/07/2017,18.47365,"V µg/m³"
24/07/2017,15.61768,"V µg/m³"
25/07/2017,20.28956,"V µg/m³"
26/07/2017,16.84611,"V µg/m³"
27/07/2017,17.16541,"V µg/m³"
28/07/2017,10.87992,"V µg/m³"
29/07/2017,17.42991,"V µg/m³"
30/07/2017,10.28293,"V µg/m³"
31/07/2017,17.34465,"V µg/m³"
01/08/2017,18.27588,"V µg/m³"
02/08/2017,19.72659,"V µg/m³"
03/08/2017,9.00848,"V µg/m³"
04/08/2017,17.14923,"V µg/m³"
05/08/2017,25.95301,"V µg/m³"
06/08/2017,13.75932,"V µg/m³"
07/08/2017,23.60268,"V µg/m³"
08/08/2017,24.56065,"V µg/m³"
09/08/2017,21.32287,"V µg/m³"
10/08/2017,16.85494,"V µg/m³"
11/08/2017,18.10510,"V µg/m³"
12/08/2017,14.22174,"V µg/m³"
13/08/2017,10.24010,"V µg/m³"
14/08/2017,17.68339,"V µg/m³"
15/08/2017,29.53586,"V µg/m³"
16/08/2017,21.17528,"V µg/m³"
17/08/2017,9.32230,"V µg/m³"
18/08/2017,12.83348,"V µg/m³"
19/08/2017,11.65648,"V µg/m³"
20/08/2017,10.41707,"V µg/m³"
21/08/2017,19.51122,"V µg/m³"
22/08/2017,13.32674,"V µg/m³"
23/08/2017,19.27658,"V µg/m³"
24/08/2017,22.01454,"V µg/m³"
25/08/2017,19.11439,"V µg/m³"
26/08/2017,25.94338,"V µg/m³"
27/08/2017,20.80813,"V µg/m³"
28/08/2017,17.37874,"V µg/m³"
29/08/2017,30.87537,"V µg/m³"
30/08/2017,22.85116,"V µg/m³"
31/08/2017,26.67394,"V µg/m³"
01/09/2017,21.40455,"V µg/m³"
02/09/2017,17.06978,"V µg/m³"
03/09/2017,8.22150,"V µg/m³"
04/09/2017,16.07532,"V µg/m³"
05/09/2017,18.43581,"V µg/m³"
06/09/2017,28.90665,"V µg/m³"
07/09/2017,25.49401,"V µg/m³"
08/09/2017,20.37253,"V µg/m³"
09/09/2017,24.09128,"V µg/m³"
10/09/2017,12.46260,"V µg/m³"
11/09/2017,15.97424,"V µg/m³"
12/09/2017,17.89910,"V µg/m³"
13/09/2017,19.99544,"V µg/m³"
14/09/2017,27.65193,"V µg/m³"
15/09/2017,25.18694,"V µg/m³"
16/09/2017,29.77171,"V µg/m³"
17/09/2017,18.74280,"V µg/m³"
18/09/2017,nodata,"V µg/m³"
19/09/2017,nodata,"V µg/m³"
20/09/2017,26.21053,"V µg/m³"
21/09/2017,22.61155,"V µg/m³"
22/09/2017,31.83479,"V µg/m³"
23/09/2017,14.01896,"V µg/m³"
24/09/2017,12.86796,"V µg/m³"
25/09/2017,30.46011,"V µg/m³"
26/09/2017,26.73238,"V µg/m³"
27/09/2017,22.22601,"V µg/m³"
28/09/2017,23.53178,"V µg/m³"
29/09/2017,23.67629,"V µg/m³"
30/09/2017,20.52114,"V µg/m³"
01/10/2017,7.58159,"V µg/m³"
02/10/2017,17.98139,"V µg/m³"
03/10/2017,31.64755,"V µg/m³"
04/10/2017,27.11982,"V µg/m³"
05/10/2017,16.10560,"V µg/m³"
06/10/2017,31.96061,"V µg/m³"
07/10/2017,19.65170,"V µg/m³"
08/10/2017,27.58798,"V µg/m³"
09/10/2017,36.54043,"V µg/m³"
10/10/2017,19.89224,"V µg/m³"
11/10/2017,14.22973,"V µg/m³"
12/10/2017,26.38163,"V µg/m³"
13/10/2017,15.33430,"V µg/m³"
14/10/2017,18.29707,"V µg/m³"
15/10/2017,16.88850,"V µg/m³"
16/10/2017,14.97500,"V µg/m³"
17/10/2017,40.01049,"V µg/m³"
18/10/2017,31.08110,"V µg/m³"
19/10/2017,19.23034,"V µg/m³"
20/10/2017,18.52977,"V µg/m³"
21/10/2017,9.71175,"V µg/m³"
22/10/2017,13.57496,"V µg/m³"
23/10/2017,29.81103,"V µg/m³"
24/10/2017,18.48683,"V µg/m³"
25/10/2017,34.78843,"V µg/m³"
26/10/2017,37.88635,"V µg/m³"
27/10/2017,33.68861,"V µg/m³"
28/10/2017,20.86781,"V µg/m³"
29/10/2017,11.87418,"V µg/m³"
30/10/2017,41.07546,"V µg/m³"
31/10/2017,36.98600,"V µg/m³"
01/11/2017,34.78312,"V µg/m³"
02/11/2017,47.19115,"V µg/m³"
03/11/2017,32.78374,"V µg/m³"
04/11/2017,31.80056,"V µg/m³"
05/11/2017,28.22039,"V µg/m³"
06/11/2017,38.59616,"V µg/m³"
07/11/2017,19.21146,"V µg/m³"
08/11/2017,30.30420,"V µg/m³"
09/11/2017,52.52184,"V µg/m³"
10/11/2017,31.72796,"V µg/m³"
11/11/2017,31.46867,"V µg/m³"
12/11/2017,18.75244,"V µg/m³"
13/11/2017,35.65047,"V µg/m³"
14/11/2017,38.85383,"V µg/m³"
15/11/2017,40.04519,"V µg/m³"
16/11/2017,37.35617,"V µg/m³"
17/11/2017,54.94998,"V µg/m³"
18/11/2017,38.25448,"V µg/m³"
19/11/2017,43.05113,"V µg/m³"
20/11/2017,24.31091,"V µg/m³"
21/11/2017,17.08189,"V µg/m³"
22/11/2017,14.70219,"V µg/m³"
23/11/2017,22.56513,"V µg/m³"
24/11/2017,48.03829,"V µg/m³"
25/11/2017,44.59160,"V µg/m³"
26/11/2017,23.28072,"V µg/m³"
27/11/2017,23.97032,"V µg/m³"
28/11/2017,39.93391,"V µg/m³"
29/11/2017,23.24995,"V µg/m³"
30/11/2017,29.14361,"V µg/m³"
01/12/2017,20.96271,"V µg/m³"
02/12/2017,49.28346,"V µg/m³"
03/12/2017,33.62728,"V µg/m³"
04/12/2017,52.91089,"V µg/m³"
05/12/2017,40.06793,"V µg/m³"
06/12/2017,26.26521,"V µg/m³"
07/12/2017,24.68639,"V µg/m³"
08/12/2017,30.81926,"V µg/m³"
09/12/2017,38.47241,"V µg/m³"
10/12/2017,32.51368,"V µg/m³"
11/12/2017,23.91706,"V µg/m³"
12/12/2017,50.54968,"V µg/m³"
13/12/2017,26.81368,"V µg/m³"
14/12/2017,29.32334,"V µg/m³"
15/12/2017,27.40060,"V µg/m³"
16/12/2017,46.80398,"V µg/m³"
17/12/2017,32.75117,"V µg/m³"
18/12/2017,49.89600,"V µg/m³"
19/12/2017,56.02490,"V µg/m³"
20/12/2017,43.86139,"V µg/m³"
21/12/2017,39.68497,"V µg/m³"
22/12/2017,44.99662,"V µg/m³"
23/12/2017,20.79491,"V µg/m³"
24/12/2017,10.99261,"V µg/m³"
25/12/2017,5.30820,"V µg/m³"
26/12/2017,8.43875,"V µg/m³"
27/12/2017,18.36242,"V µg/m³"
28/12/2017,37.44069,"V µg/m³"
29/12/2017,17.28284,"V µg/m³"
30/12/2017,11.31442,"V µg/m³"
31/12/2017,8.49825,"V µg/m³"
01/01/2018,14.52658,"V µg/m³"
02/01/2018,20.35546,"V µg/m³"
03/01/2018,12.95100,"V µg/m³"
04/01/2018,19.29150,"V µg/m³"
05/01/2018,28.39373,"V µg/m³"
06/01/2018,27.48211,"V µg/m³"
07/01/2018,8.45348,"V µg/m³"
08/01/2018,17.75365,"V µg/m³"
09/01/2018,32.47415,"V µg/m³"
10/01/2018,42.63825,"V µg/m³"
11/01/2018,40.30099,"V µg/m³"
12/01/2018,30.53737,"V µg/m³"
13/01/2018,18.74529,"V µg/m³"
14/01/2018,27.71323,"V µg/m³"
15/01/2018,19.34364,"V µg/m³"
16/01/2018,19.28549,"V µg/m³"
17/01/2018,21.62619,"V µg/m³"
18/01/2018,27.44476,"V µg/m³"
19/01/2018,36.50410,"V µg/m³"
20/01/2018,22.99529,"V µg/m³"
21/01/2018,25.14350,"V µg/m³"
22/01/2018,39.79513,"V µg/m³"
23/01/2018,17.47201,"V µg/m³"
24/01/2018,17.21035,"V µg/m³"
25/01/2018,25.17264,"V µg/m³"
26/01/2018,43.12585,"V µg/m³"
27/01/2018,28.37909,"V µg/m³"
28/01/2018,10.50572,"V µg/m³"
29/01/2018,27.17744,"V µg/m³"
30/01/2018,36.27754,"V µg/m³"
31/01/2018,24.49414,"V µg/m³"
01/02/2018,30.12861,"V µg/m³"
02/02/2018,31.47410,"V µg/m³"
03/02/2018,41.96023,"V µg/m³"
04/02/2018,9.06028,"V µg/m³"
05/02/2018,16.79278,"V µg/m³"
06/02/2018,26.13350,"V µg/m³"
07/02/2018,42.04248,"V µg/m³"
08/02/2018,42.23080,"V µg/m³"
09/02/2018,31.86148,"V µg/m³"
10/02/2018,19.78087,"V µg/m³"
11/02/2018,15.81055,"V µg/m³"
12/02/2018,27.57010,"V µg/m³"
13/02/2018,7.60033,"V µg/m³"
14/02/2018,15.84732,"V µg/m³"
15/02/2018,26.28675,"V µg/m³"
16/02/2018,34.79692,"V µg/m³"
17/02/2018,37.11760,"V µg/m³"
18/02/2018,17.62388,"V µg/m³"
19/02/2018,34.14981,"V µg/m³"
20/02/2018,24.27188,"V µg/m³"
21/02/2018,27.10823,"V µg/m³"
22/02/2018,17.94675,"V µg/m³"
23/02/2018,21.79859,"V µg/m³"
24/02/2018,19.87812,"V µg/m³"
25/02/2018,11.75196,"V µg/m³"
26/02/2018,12.21154,"V µg/m³"
27/02/2018,20.35646,"V µg/m³"
28/02/2018,18.92688,"V µg/m³"
01/03/2018,21.68748,"V µg/m³"
02/03/2018,26.43805,"V µg/m³"
03/03/2018,37.17863,"V µg/m³"
04/03/2018,19.83607,"V µg/m³"
05/03/2018,22.95267,"V µg/m³"
06/03/2018,34.43537,"V µg/m³"
07/03/2018,47.11793,"V µg/m³"
08/03/2018,19.51402,"V µg/m³"
09/03/2018,16.17883,"V µg/m³"
10/03/2018,19.15651,"V µg/m³"
11/03/2018,27.52106,"V µg/m³"
12/03/2018,27.27759,"V µg/m³"
13/03/2018,34.88009,"V µg/m³"
14/03/2018,12.13469,"V µg/m³"
15/03/2018,14.29590,"V µg/m³"
16/03/2018,23.54305,"V µg/m³"
17/03/2018,11.75747,"V µg/m³"
18/03/2018,10.66910,"V µg/m³"
19/03/2018,13.48180,"V µg/m³"
20/03/2018,25.07330,"V µg/m³"
21/03/2018,44.69035,"V µg/m³"
22/03/2018,31.97120,"V µg/m³"
23/03/2018,18.04621,"V µg/m³"
24/03/2018,29.87052,"V µg/m³"
25/03/2018,33.54296,"V µg/m³"
26/03/2018,46.15728,"V µg/m³"
27/03/2018,25.69580,"V µg/m³"
28/03/2018,42.18491,"V µg/m³"
29/03/2018,17.39843,"V µg/m³"
30/03/2018,20.29563,"V µg/m³"
31/03/2018,25.16245,"V µg/m³"
01/04/2018,17.70378,"V µg/m³"
02/04/2018,11.61068,"V µg/m³"
03/04/2018,16.97136,"V µg/m³"
